lead_id,lead_indicator,date_part,is_active,marketing_consent,first_booking,existing_customer,last_seen,source,domain,country,visited_learn_more_before_booking,visited_faq,purchases,time_spent,customer_group,onboarding,customer_code,n_visits
2745,1,2024-01-26,0,true,2024-01-6,false,2024-01-29,signup,.cn,DK,6,3,5,100.02550828652534,4,True,EPBNHAVGYI,20
2746,1,2024-01-7,0,false,2024-01-15,true,2024-01-20,fb,.com,CN,7,2,4,88.15592908710197,2,False,AEOQMTGZAE,16
2747,0,2024-01-15,0,true,2024-01-25,true,2024-01-11,signup,.dk,US,9,0,5,81.47732007821847,2,True,CXXQLRLVKZ,3
2748,1,2024-01-29,0,true,2024-01-20,false,2024-01-10,li,.com,DK,6,2,11,108.36230983596164,7,False,TYNIEMPBKL,4
2749,1,2024-01-1,0,true,2024-01-14,false,2024-01-2,fb,.com,DK,4,13,2,104.21174253768545,4,True,HCXNYWZYNW,22
2750,0,2024-01-23,1,true,2024-01-10,false,2024-01-29,fb,.com,US,3,0,3,105.8636001573154,2,False,OAMVNOZQSC,10
2751,1,2024-01-21,0,false,2024-01-6,true,2024-01-17,signup,.dk,CN,18,3,1,96.14457916162891,3,True,EMZMTQXQMY,12
2752,0,2024-01-9,0,true,2024-01-10,false,2024-01-3,li,.com,CN,0,1,6,111.00571236185331,5,False,FXQEVPXPGZ,1
2753,0,2024-01-2,1,true,2024-01-23,true,2024-01-30,signup,.cn,US,17,2,5,92.7129966933165,7,True,LDDQHGQDXK,1
2754,1,2024-01-17,1,false,2024-01-20,true,2024-01-4,organic,.dk,DK,5,3,6,94.64220419022844,1,True,PZAPGEGBCE,11
2755,0,2024-01-25,1,true,2024-01-28,true,2024-01-31,organic,.cn,CN,9,12,2,100.88774016373335,7,True,ZZGSNOOKGH,7
2756,0,2024-01-24,0,true,2024-01-9,true,2024-01-27,li,.dk,DK,0,11,7,94.30623570925319,1,True,BXSZJDSSSI,1
2757,1,2024-01-10,1,false,2024-01-13,false,2024-01-31,organic,.dk,DK,7,5,8,108.90287308940677,7,False,ZQKDTTHGIB,9
2758,1,2024-01-6,0,false,2024-01-14,true,2024-01-22,signup,.com,US,3,0,6,91.59737298436374,5,True,EKIIBQYDWR,17
2759,0,2024-01-31,0,true,2024-01-1,false,2024-01-5,fb,.cn,CN,3,5,7,88.48322558767211,3,True,AZZBVPHOQK,12
2760,0,2024-01-5,1,true,2024-01-1,true,2024-01-30,organic,.dk,US,0,12,5,78.31777223418209,9,True,KWSZFOBVUG,5
2761,0,2024-01-8,0,false,2024-01-19,true,2024-01-2,li,.cn,CN,2,8,9,104.57676612744257,9,True,YHOYFWHQFR,5
2762,1,2024-01-8,0,true,2024-01-9,true,2024-01-4,li,.dk,DK,8,1,8,99.45880638896692,3,False,JXRKNSYLRR,11
2763,0,2024-01-30,1,true,2024-01-5,true,2024-01-12,signup,.com,DK,14,0,5,97.39563592729522,1,False,SGHPHRPZRR,9
2764,0,2024-01-5,1,true,2024-01-17,false,2024-01-6,organic,.dk,CN,3,0,8,103.6721558138226,9,True,YAAFMXKGAJ,1
2765,,2024-01-12,1,true,2024-01-16,false,2024-01-28,organic,.cn,CN,11,2,7,81.84228068113838,2,False,PIOPKELRWI,8
2766,1,2024-01-7,1,true,2024-01-12,false,2024-01-20,organic,.cn,DK,6,16,2,96.19932004553488,8,False,MTTHWOZGQN,12
2767,0,2024-01-13,1,true,2024-01-5,false,2024-01-27,li,.cn,DK,6,0,3,115.89207948877844,2,True,OOGNVWNKMY,3
2768,1,2024-01-13,1,false,2024-01-6,true,2024-01-27,li,.cn,US,5,7,1,109.84008824981485,1,False,FXTRBRRZQO,9
2769,1,2024-01-17,1,true,2024-01-20,false,2024-01-30,li,.dk,DK,3,1,2,101.64429884361587,8,True,XCBSUXVKGK,9
2770,0,2024-01-4,1,true,2024-01-23,false,2024-01-15,fb,.dk,DK,4,3,6,89.49211667121945,2,False,AVPTUGDGUZ,7
2771,0,2024-01-18,1,true,2024-01-11,true,2024-01-7,signup,.dk,CN,1,7,5,93.45160870655373,7,False,QHYPKQEXOI,2
2772,1,2024-01-10,1,false,2024-01-19,true,2024-01-29,fb,.dk,US,10,6,7,95.07064030511485,8,True,RUIJUQHVFW,5
2773,0,2024-01-3,0,true,2024-01-21,true,2024-01-6,li,.com,US,9,2,4,96.80484071607614,4,False,JNKKSFMOIZ,1
2774,1,2024-01-12,0,true,2024-01-6,false,2024-01-22,organic,.dk,CN,0,7,1,95.09856340997331,3,False,OUOBMPNJMX,9
2775,0,2024-01-1,0,true,2024-01-23,false,2024-01-31,organic,.com,CN,16,1,0,106.99134929987447,6,True,RDCUUYDYMB,1
2776,0,2024-01-27,1,true,2024-01-10,true,2024-01-26,fb,.dk,US,5,0,5,99.61101540514274,9,True,ZNZUBODEAN,8
2777,0,2024-01-11,0,false,2024-01-15,false,2024-01-30,li,.dk,CN,5,1,7,92.79379191380373,1,False,ZXARZLNRVA,20
2778,0,2024-01-18,0,true,2024-01-18,true,2024-01-14,li,.dk,CN,8,6,5,100.80501683073754,9,True,HZRUNJKHJB,7
2779,0,2024-01-13,0,true,2024-01-21,true,2024-01-18,li,.com,US,5,0,5,96.76127564692091,1,True,FCNAXRGCSY,1
2780,0,2024-01-17,0,false,2024-01-29,false,2024-01-27,organic,.dk,CN,1,4,6,104.97830457076458,9,True,NOJBSECUEX,3
2781,1,2024-01-8,0,true,2024-01-7,true,2024-01-29,organic,.dk,CN,3,10,3,93.1966998602737,7,False,BAHKFMHTVB,11
2782,,2024-01-20,1,true,2024-01-23,false,2024-01-7,li,.dk,US,0,1,9,98.15780053502404,4,True,GCYGXPNUOY,3
2783,1,2024-01-19,1,true,2024-01-28,true,2024-01-25,fb,.cn,US,7,0,4,90.25078854742877,6,False,MZCDSTUVYV,7
2784,1,2024-01-17,1,true,2024-01-3,true,2024-01-6,signup,.cn,CN,0,1,8,102.92195906148497,4,True,EAGKRTIJYN,20
2785,0,2024-01-2,0,true,2024-01-24,true,2024-01-24,organic,.cn,DK,3,3,7,83.40217679553682,2,True,JCRPKWGQIV,11
2786,,2024-01-3,0,true,2024-01-16,true,2024-01-6,organic,.com,DK,8,9,5,95.84044365211373,9,False,PZRIQBQQHV,1
2787,0,2024-01-3,1,true,2024-01-13,false,2024-01-6,signup,.dk,CN,0,2,5,110.0637644417879,9,True,SYFYYORJXC,14
2788,,2024-01-6,1,true,2024-01-17,true,2024-01-20,li,.com,CN,7,0,6,87.60211087375947,4,True,FVQKJNJQYA,2
2789,,2024-01-10,1,true,2024-01-4,true,2024-01-22,fb,.dk,DK,1,1,5,98.12361452428702,1,True,TNVNDFIZWG,1
2790,1,2024-01-24,0,false,2024-01-19,false,2024-01-10,fb,.com,US,2,0,10,106.28660615548249,9,True,FEPOCVPWKY,33
2791,,2024-01-22,1,false,2024-01-4,true,2024-01-4,li,.cn,DK,0,5,7,106.07475312181826,8,True,VOFAMQYLGU,8
2792,1,2024-01-18,1,true,2024-01-27,false,2024-01-10,organic,.dk,DK,2,1,8,96.67546775293529,8,False,ZTPELIJICC,11
2793,0,2024-01-18,1,false,2024-01-25,false,2024-01-22,li,.cn,US,15,2,4,102.02888722999833,9,False,XLQYWTCCYH,1
2794,0,2024-01-14,1,true,2024-01-27,false,2024-01-1,organic,.cn,CN,10,1,4,105.09785102692341,1,True,ZTSUKBHTIM,1
2795,1,2024-01-16,1,true,2024-01-12,true,2024-01-23,fb,.dk,US,4,1,7,101.79634749011419,3,False,QDDRPZANYW,16
2796,0,2024-01-7,0,true,2024-01-31,false,2024-01-14,organic,.com,CN,2,0,10,94.24555338337932,7,False,XSQSOMMRZI,7
2797,1,2024-01-1,0,true,2024-01-24,true,2024-01-18,fb,.cn,CN,0,2,4,100.5037170369746,5,False,KQVYETANJM,13
2798,,2024-01-17,1,true,2024-01-27,false,2024-01-22,fb,.cn,DK,6,5,6,94.29994804784597,6,True,IVWHPVVQNY,5
2799,0,2024-01-23,0,true,2024-01-4,false,2024-01-9,fb,.dk,US,1,0,8,92.6143090418038,1,False,KBRDDSZPCQ,3
2800,1,2024-01-25,1,true,2024-01-29,false,2024-01-10,organic,.dk,CN,9,0,5,104.53059575843406,1,True,SCTEUJRKDT,14
2801,1,2024-01-5,1,true,2024-01-24,true,2024-01-19,li,.com,US,0,1,5,93.01480413494214,6,True,IBFUBYFZNB,21
2802,1,2024-01-27,0,false,2024-01-17,false,2024-01-4,fb,.cn,CN,8,2,7,90.78564716125547,6,True,IPODCISWXB,20
2803,,2024-01-1,0,true,2024-01-28,false,2024-01-21,li,.cn,US,12,5,5,90.11058210153952,3,False,BBWICTOTUU,2
2804,1,2024-01-21,0,true,2024-01-24,true,2024-01-24,signup,.com,US,0,2,7,86.59150606109023,3,False,VARKGSYEIV,8
2805,,2024-01-27,0,false,2024-01-26,false,2024-01-13,signup,.dk,CN,7,2,4,103.67294635748749,8,False,ISRDJNJZEQ,1
2806,1,2024-01-17,1,true,2024-01-18,false,2024-01-10,fb,.dk,US,3,0,3,104.98299174899212,9,False,TFFDCHBUNR,15
2807,0,2024-01-10,0,true,2024-01-22,false,2024-01-13,signup,.dk,CN,6,0,5,112.59404482008823,7,False,UWLCCXVHKH,2
2808,0,2024-01-31,1,true,2024-01-6,true,2024-01-22,fb,.com,CN,4,11,7,93.69010554706875,1,False,WTNHSVHRLQ,8
2809,1,2024-01-12,1,false,2024-01-19,false,2024-01-12,organic,.dk,US,2,8,5,111.52930669146193,4,False,NNXWEUMUHM,11
2810,0,2024-01-25,1,false,2024-01-29,true,2024-01-24,organic,.dk,DK,11,11,4,110.22972354704956,4,False,ZORPVAEIOK,4
2811,1,2024-01-20,1,true,2024-01-5,true,2024-01-3,organic,.com,US,3,0,7,101.83562487311451,9,False,XIIWGPTBAL,19
2812,1,2024-01-25,1,true,2024-01-2,true,2024-01-19,li,.cn,CN,3,9,6,104.22758731492102,9,True,EGWGNDVRKP,11
2813,0,2024-01-2,0,true,2024-01-11,false,2024-01-9,fb,.cn,CN,1,7,6,95.80043479400136,6,True,KZKOGQPVZK,6
2814,1,2024-01-23,1,true,2024-01-24,false,2024-01-13,fb,.com,CN,5,4,1,98.90849897926569,4,True,TEKZYOQDFI,18
2815,1,2024-01-16,0,false,2024-01-24,true,2024-01-22,li,.dk,US,2,2,3,102.37896635895375,9,False,MJOPJXFIUW,6
2816,0,2024-01-15,1,true,2024-01-13,true,2024-01-8,li,.dk,DK,0,5,7,81.98218366226773,2,True,JAJCNMVMEE,3
2817,0,2024-01-28,0,true,2024-01-5,true,2024-01-4,signup,.cn,DK,1,11,3,100.63559617876832,8,True,CEEADFHMTM,5
2818,0,2024-01-13,0,true,2024-01-23,false,2024-01-21,signup,.dk,CN,3,2,2,87.8838663570403,8,False,IPCMKAZHQO,6
2819,0,2024-01-18,1,true,2024-01-8,false,2024-01-28,organic,.cn,CN,2,10,5,81.18585894548762,5,True,IHVNYUMLVI,7
2820,1,2024-01-28,1,false,2024-01-11,false,2024-01-31,li,.cn,DK,7,0,5,100.86388581184347,2,False,WDDGXOMZUU,12
2821,0,2024-01-20,0,false,2024-01-4,true,2024-01-9,li,.dk,CN,7,5,3,103.68637860027623,6,False,QXSONUHCZV,12
2822,1,2024-01-22,1,true,2024-01-18,true,2024-01-7,li,.cn,CN,8,0,6,87.8899082643897,6,False,BNWGFFUNOT,10
2823,0,2024-01-14,1,false,2024-01-30,true,2024-01-30,fb,.cn,CN,3,11,1,96.33738453530198,3,True,AVQPZGRZPE,10
2824,0,2024-01-18,0,true,2024-01-15,false,2024-01-31,signup,.com,CN,0,2,4,88.32505478580195,4,False,TOSQZZOGEP,2
2825,1,2024-01-2,0,true,2024-01-5,false,2024-01-21,li,.dk,DK,3,11,4,93.22682141332217,6,False,PAFVPHYFCZ,14
2826,1,2024-01-2,1,true,2024-01-23,false,2024-01-23,organic,.com,DK,2,3,8,93.2815217605776,9,False,UOVVAKIOSK,18
2827,0,2024-01-3,1,true,2024-01-31,true,2024-01-11,fb,.dk,DK,1,8,4,89.13754078399803,7,False,JIEXGLXSKM,2
2828,0,2024-01-5,1,true,2024-01-12,false,2024-01-25,li,.dk,US,3,0,8,107.04674973694792,9,False,MLZCIFAGQZ,2
2829,0,2024-01-25,1,true,2024-01-4,false,2024-01-30,signup,.dk,DK,33,12,4,99.52370833112556,9,False,ULJKQWIGKR,2
2830,0,2024-01-16,0,true,2024-01-4,true,2024-01-15,li,.dk,CN,0,1,5,96.98091980199528,9,True,GOOTWWLWDR,1
2831,1,2024-01-22,0,true,2024-01-20,false,2024-01-13,signup,.cn,US,0,1,3,114.79068255848867,5,False,VDTSJQOFMT,4
2832,0,2024-01-31,1,true,2024-01-9,false,2024-01-3,signup,.com,CN,1,2,2,90.52434398054271,7,False,BVHHYVZTZJ,8
2833,0,2024-01-15,0,true,2024-01-9,false,2024-01-3,signup,.com,CN,2,6,4,109.1375481965349,3,True,WIMPZBVRJC,3
2834,0,2024-01-12,0,true,2024-01-14,false,2024-01-20,organic,.cn,US,1,4,9,85.58676334787775,3,True,RXBTHJJRKY,2
2835,1,2024-01-30,0,false,2024-01-27,true,2024-01-11,organic,.com,CN,0,1,4,114.41575554024719,6,True,PQDKXRBCSB,7
2836,,2024-01-9,0,true,2024-01-26,true,2024-01-26,signup,.com,CN,3,0,5,104.02910122451844,1,True,GIIVDUVEMX,6
2837,0,2024-01-26,0,true,2024-01-24,true,2024-01-23,fb,.dk,US,0,0,3,92.79983844541674,4,False,IRHPRHQNMQ,10
2838,1,2024-01-31,0,true,2024-01-27,true,2024-01-21,li,.dk,DK,3,10,5,106.82562445675612,3,True,VHAOJLAPSC,12
2839,0,2024-01-14,0,true,2024-01-8,false,2024-01-5,fb,.dk,CN,1,0,4,108.60870613413829,8,True,FDMPSXBZDL,1
2840,0,2024-01-29,1,true,2024-01-23,true,2024-01-20,fb,.dk,DK,4,0,7,89.64570480161817,4,True,PQXDYCBLDL,1
2841,1,2024-01-21,1,true,2024-01-1,true,2024-01-24,li,.cn,CN,6,2,8,106.21997412449386,5,False,NWLCUVHSTZ,15
2842,1,2024-01-16,0,true,2024-01-24,true,2024-01-19,organic,.cn,CN,0,9,8,107.55195133557619,1,True,SNZQNFTAOW,21
2843,,2024-01-11,0,false,2024-01-11,true,2024-01-12,fb,.cn,CN,9,2,7,100.87049638240119,7,False,EWIBLVSPJS,3
2844,1,2024-01-6,0,true,2024-01-27,false,2024-01-18,fb,.com,US,15,1,4,101.76566526559789,6,False,DUNSFBIMWC,6
2845,0,2024-01-10,0,true,2024-01-4,true,2024-01-4,li,.dk,DK,0,2,3,108.79509141057872,7,False,JHAOJNJRPN,1
2846,1,2024-01-28,0,true,2024-01-29,false,2024-01-29,fb,.com,CN,7,1,5,97.41213831837366,8,True,SXHISYQWOG,15
2847,0,2024-01-8,1,true,2024-01-17,false,2024-01-8,fb,.dk,DK,8,3,4,92.24199156923564,2,False,JNFRDKAULF,7
2848,1,2024-01-16,0,true,2024-01-17,false,2024-01-14,organic,.dk,CN,2,10,6,107.6550518268133,8,False,YBWWICGXBF,13
2849,0,2024-01-3,1,true,2024-01-19,true,2024-01-30,fb,.com,US,0,2,6,97.86478387683749,8,False,NCDEWQAUMQ,1
2850,1,2024-01-2,1,true,2024-01-13,false,2024-01-16,signup,.com,DK,4,23,8,98.42817469579974,7,False,XKBFTSCXBX,20
2851,0,2024-01-16,0,false,2024-01-19,true,2024-01-20,organic,.com,US,6,14,2,105.13986161561029,2,False,FPDYRYWPIE,4
2852,0,2024-01-19,0,true,2024-01-26,true,2024-01-8,li,.cn,DK,2,1,14,109.62387925315419,4,True,GPRDZKAKXH,6
2853,1,2024-01-30,0,false,2024-01-17,false,2024-01-5,li,.com,DK,11,3,2,98.04177217839725,1,True,RCDFVDPVYL,13
2854,0,2024-01-9,1,true,2024-01-24,false,2024-01-9,li,.cn,DK,2,1,3,94.70294936381069,8,True,COLNBAAKVH,4
2855,1,2024-01-16,1,true,2024-01-20,false,2024-01-2,fb,.com,CN,13,2,9,101.3814547275427,5,False,WGYBWJGLQJ,7
2856,0,2024-01-31,1,true,2024-01-12,false,2024-01-8,li,.cn,US,0,9,9,86.71389264146467,9,False,LEXPMOMCVR,1
2857,0,2024-01-22,0,true,2024-01-20,false,2024-01-7,signup,.com,CN,8,17,2,85.7458894694905,6,True,TKXEPUZMSX,2
2858,0,2024-01-26,0,true,2024-01-14,false,2024-01-18,organic,.cn,CN,7,4,2,92.69012172469158,6,False,ZZCABMQRBE,2
2859,0,2024-01-28,0,false,2024-01-22,true,2024-01-21,signup,.com,US,7,6,4,78.19388344939983,4,False,YVEOZFKCYR,6
2860,1,2024-01-4,0,true,2024-01-9,true,2024-01-22,li,.dk,DK,2,6,4,117.31351297243481,9,False,ZANRZOGCXR,7
2861,0,2024-01-10,0,false,2024-01-25,false,2024-01-9,fb,.com,US,1,20,8,101.5641751778369,1,False,QCUCRESIJY,14
2862,,2024-01-19,0,false,2024-01-12,true,2024-01-11,fb,.com,CN,2,0,3,94.04832090371396,1,False,UCFBVPJNDG,4
2863,1,2024-01-13,1,true,2024-01-24,true,2024-01-12,li,.dk,CN,4,2,3,118.18471479108179,2,True,TEZJFEMMKZ,11
2864,0,2024-01-18,1,true,2024-01-31,true,2024-01-8,li,.dk,DK,2,2,1,105.6218396167617,5,False,POAEMZBAFA,15
2865,1,2024-01-15,0,true,2024-01-17,true,2024-01-31,li,.cn,CN,4,0,5,110.71659336266401,1,False,ZQOOFVQFCT,30
2866,1,2024-01-30,0,false,2024-01-16,true,2024-01-23,fb,.dk,CN,2,1,3,91.81540936755263,3,True,HSODSGMMDR,16
2867,1,2024-01-4,1,false,2024-01-12,false,2024-01-27,signup,.cn,CN,5,0,2,82.33081009755716,9,True,ODOUQKUGNG,15
2868,0,2024-01-9,1,true,2024-01-10,false,2024-01-31,organic,.com,CN,2,1,8,88.7040773028051,9,False,BGKPRRKZNI,5
2869,0,2024-01-4,1,true,2024-01-26,true,2024-01-17,li,.dk,CN,3,9,4,112.39752670180178,4,False,MAHILWIGJJ,2
2870,1,2024-01-29,0,true,2024-01-2,true,2024-01-26,signup,.cn,CN,2,1,3,115.90181799243815,5,True,JVIHQMSTQG,14
2871,1,2024-01-16,1,false,2024-01-3,false,2024-01-19,signup,.com,US,10,0,3,99.1619037603903,4,True,TFWLENSXYX,14
2872,1,2024-01-28,1,false,2024-01-27,false,2024-01-1,signup,.cn,CN,1,2,2,100.76218216751127,4,True,FSSBPGPGSY,5
2873,0,2024-01-21,1,true,2024-01-5,true,2024-01-26,li,.com,DK,1,0,5,103.11323221549607,6,True,GUQCLAZILZ,4
2874,1,2024-01-15,1,true,2024-01-16,false,2024-01-22,fb,.cn,DK,1,2,7,95.49403906889974,4,False,QOILNRROSL,20
2875,0,2024-01-24,1,true,2024-01-21,false,2024-01-3,signup,.com,US,2,4,5,120.18426879368552,3,False,BTZVDYPLSV,1
2876,0,2024-01-2,0,true,2024-01-13,true,2024-01-31,signup,.com,CN,5,1,1,73.19441897296262,1,True,FJERSAZJID,3
2877,0,2024-01-28,0,false,2024-01-26,true,2024-01-14,signup,.cn,US,2,2,5,114.86382842121344,8,False,BSUAPJSXPG,4
2878,1,2024-01-27,1,true,2024-01-24,false,2024-01-18,organic,.com,US,0,4,9,101.79536872055114,9,False,KAVBAKKMCB,21
2879,0,2024-01-14,0,true,2024-01-18,true,2024-01-29,signup,.cn,DK,4,4,6,101.36355044996321,1,True,GALYZDOXKT,10
2880,0,2024-01-3,0,true,2024-01-2,true,2024-01-31,signup,.com,DK,0,0,3,119.55653253313815,3,True,QHLPTTFQSQ,4
2881,1,2024-01-22,1,true,2024-01-24,true,2024-01-26,fb,.dk,US,0,3,2,109.68332920189043,6,True,QUJOZLPMMO,15
2882,0,2024-01-28,0,true,2024-01-1,true,2024-01-2,signup,.dk,CN,5,6,5,89.18410540081979,6,True,NPCZCIICRR,3
2883,0,2024-01-23,0,false,2024-01-9,false,2024-01-8,signup,.cn,DK,7,1,6,102.52742903943606,6,True,OXJINXAQDT,7
2884,0,2024-01-4,1,true,2024-01-18,true,2024-01-31,li,.dk,CN,4,4,6,111.72361772207856,6,True,YPLCKWOWVW,10
2885,1,2024-01-30,1,true,2024-01-28,false,2024-01-17,fb,.dk,CN,1,0,3,94.29091693725168,6,True,VHQNNYWNHT,15
2886,1,2024-01-31,0,true,2024-01-5,true,2024-01-9,signup,.com,US,7,0,3,86.99446414274215,8,False,SOECBZQBCV,14
2887,0,2024-01-1,0,true,2024-01-3,true,2024-01-12,signup,.dk,US,3,1,6,99.40241856747186,6,True,CGZYPVGZLK,3
2888,1,2024-01-23,0,true,2024-01-5,true,2024-01-7,organic,.cn,CN,0,2,4,91.84054170668877,6,True,XBMCYLOTSG,15
2889,1,2024-01-28,1,true,2024-01-12,true,2024-01-1,organic,.cn,DK,2,6,3,106.7910829712217,7,False,NOIRDFRIOP,19
2890,0,2024-01-9,0,true,2024-01-8,true,2024-01-21,signup,.com,DK,8,0,4,100.1715910130813,5,False,ZMZLRWNECU,18
2891,1,2024-01-17,0,true,2024-01-8,true,2024-01-21,organic,.dk,DK,13,12,4,104.46396321191556,7,False,YKZENWFEQR,8
2892,1,2024-01-14,1,false,2024-01-22,true,2024-01-14,signup,.com,DK,6,5,6,91.11171018963131,3,True,LFTQPAOKJR,13
2893,1,2024-01-17,0,true,2024-01-25,true,2024-01-2,li,.dk,CN,6,14,4,90.77571928163236,3,False,BFDGRBUVTA,14
2894,0,2024-01-1,1,true,2024-01-7,false,2024-01-17,organic,.dk,DK,0,1,8,106.65233754930601,8,False,MFXQUPAHXD,5
2895,1,2024-01-10,0,true,2024-01-2,false,2024-01-7,li,.dk,DK,0,4,2,100.49992981486336,9,True,JNMMHGKALR,16
2896,1,2024-01-23,1,false,2024-01-1,false,2024-01-15,signup,.com,US,2,4,3,95.04963494176957,2,True,ILWTLFFGTI,13
2897,0,2024-01-16,0,true,2024-01-24,false,2024-01-31,organic,.com,DK,0,0,6,105.27045304144006,1,True,QELIQCYXGC,6
2898,0,2024-01-27,0,true,2024-01-1,false,2024-01-28,signup,.dk,US,12,4,9,101.383011509124,2,False,ZGGYEKIYWW,12
2899,0,2024-01-25,1,true,2024-01-8,true,2024-01-9,fb,.cn,DK,0,0,5,97.76098371408885,8,False,MVNBXGYRHQ,3
2900,0,2024-01-19,1,true,2024-01-28,true,2024-01-8,li,.dk,US,0,2,5,100.55652429133977,1,False,SBRPNOPVQB,3
2901,1,2024-01-24,1,false,2024-01-25,true,2024-01-7,fb,.cn,CN,0,4,4,113.57807066868978,2,False,GPMVLLZINW,12
2902,0,2024-01-25,1,false,2024-01-17,true,2024-01-4,li,.dk,DK,4,0,4,87.05073744485253,8,False,RLFXTJVJYA,3
2903,0,2024-01-3,1,true,2024-01-23,false,2024-01-10,signup,.dk,US,2,3,2,99.31756336417449,9,True,ABTSQBEZQR,3
2904,1,2024-01-28,1,false,2024-01-5,false,2024-01-7,organic,.cn,DK,5,2,8,105.06805814046668,4,False,JKLKSSKPYC,18
2905,0,2024-01-12,1,true,2024-01-29,false,2024-01-15,fb,.cn,CN,18,8,2,90.68221526498289,7,False,RRCPAQMVKL,7
2906,,2024-01-3,0,true,2024-01-14,false,2024-01-30,organic,.com,CN,2,0,1,99.03629618708325,6,False,EJPRHBBZGM,3
2907,0,2024-01-15,0,false,2024-01-8,true,2024-01-30,organic,.cn,CN,7,5,5,109.4927643560743,7,True,FINWTZHWJB,3
2908,0,2024-01-17,0,true,2024-01-20,true,2024-01-13,fb,.dk,CN,0,9,5,83.45830666169746,9,True,AARPSKRPGF,12
2909,0,2024-01-18,0,true,2024-01-31,true,2024-01-8,fb,.com,DK,2,1,1,106.30655163187998,8,True,VIRNYBMPTI,6
2910,0,2024-01-7,0,false,2024-01-18,false,2024-01-9,organic,.dk,CN,5,3,9,103.62026621339544,7,False,XXCUCJSSVR,7
2911,0,2024-01-19,0,true,2024-01-23,false,2024-01-9,signup,.com,DK,16,3,2,106.59015841705666,7,False,HBHQOERLHE,8
2912,1,2024-01-7,0,true,2024-01-29,true,2024-01-5,fb,.dk,CN,5,4,7,108.0946661003529,3,False,RRECNPBTEB,13
2913,,2024-01-5,1,true,2024-01-7,true,2024-01-21,signup,.cn,DK,0,1,9,115.27121227090964,3,True,BBOAXUKBNB,3
2914,0,2024-01-26,0,false,2024-01-24,true,2024-01-6,signup,.dk,CN,10,9,3,105.77400177423026,3,False,UGTGZOCELN,1
2915,1,2024-01-8,1,false,2024-01-14,false,2024-01-30,fb,.dk,CN,10,27,5,93.37207434354929,1,True,ANHBXFEKFZ,10
2916,1,2024-01-21,0,true,2024-01-25,false,2024-01-16,signup,.com,US,0,2,6,95.4955745001949,7,True,ZXPGXOJPPY,14
2917,1,2024-01-16,1,false,2024-01-14,true,2024-01-16,li,.cn,CN,7,0,4,75.0481237497938,3,True,TQEYZPMCGR,10
2918,0,2024-01-16,0,false,2024-01-6,false,2024-01-24,signup,.cn,DK,16,3,6,107.45255831638023,7,True,PPMSMLRXLF,3
2919,0,2024-01-19,0,true,2024-01-3,true,2024-01-14,signup,.dk,US,1,19,9,91.77666702990427,3,False,RBKADVAFUZ,1
2920,0,2024-01-25,0,false,2024-01-21,true,2024-01-19,signup,.dk,CN,1,5,2,100.79914849921859,5,True,QRPYYNENMY,1
2921,1,2024-01-15,0,true,2024-01-14,true,2024-01-19,organic,.com,CN,2,3,4,105.51615553253933,6,True,TXIPOHNKZZ,6
2922,1,2024-01-7,1,true,2024-01-14,false,2024-01-16,signup,.com,US,0,5,6,100.62720599885539,2,True,KYMVGSKAEN,23
2923,0,2024-01-5,0,true,2024-01-3,false,2024-01-27,signup,.cn,DK,3,21,4,102.64036779731987,8,True,VWPTBVEGYT,17
2924,0,2024-01-23,1,true,2024-01-10,false,2024-01-5,signup,.cn,US,5,2,6,92.94417001196973,8,False,WSTDBZCCQO,14
2925,1,2024-01-11,0,true,2024-01-9,false,2024-01-27,signup,.com,US,3,1,8,108.75187707175441,8,False,ZLMQOCTINW,5
2926,1,2024-01-10,0,true,2024-01-21,false,2024-01-1,organic,.com,CN,2,1,7,101.88982147570027,9,False,EUXETUJJAJ,15
2927,,2024-01-25,0,true,2024-01-7,true,2024-01-5,organic,.dk,DK,6,1,6,95.62309520472296,4,False,TJXDOGHGGZ,10
2928,1,2024-01-21,0,true,2024-01-26,true,2024-01-9,organic,.dk,DK,0,1,5,101.8531405534263,7,True,YZCVOEOMNH,14
2929,0,2024-01-23,1,true,2024-01-7,false,2024-01-21,fb,.com,US,6,16,6,92.07798567607004,5,True,ZLWQCIQJDT,6
2930,1,2024-01-27,1,false,2024-01-7,false,2024-01-7,fb,.com,US,2,4,11,86.30439562668583,3,True,LVVZSJUGQG,8
2931,1,2024-01-9,1,false,2024-01-12,true,2024-01-10,organic,.com,CN,1,4,8,101.91323770021829,8,True,JUDOROOKVS,24
2932,0,2024-01-1,0,false,2024-01-26,false,2024-01-25,fb,.dk,CN,9,5,7,98.9223463283011,9,True,KKKSJAXODW,1
2933,1,2024-01-20,0,true,2024-01-4,false,2024-01-24,organic,.cn,US,2,13,4,101.64832269304736,8,False,SOHHKAWPKO,14
2934,1,2024-01-1,0,false,2024-01-20,false,2024-01-15,signup,.com,US,1,0,1,104.3296826495658,5,True,FBXLHSNMCU,17
2935,0,2024-01-8,0,true,2024-01-13,false,2024-01-21,organic,.dk,DK,2,2,3,101.57469031160792,9,False,PNCIPZUYYC,11
2936,1,2024-01-3,1,true,2024-01-3,true,2024-01-12,organic,.cn,US,1,2,5,73.01024073643647,5,False,RGBJQNGEIG,19
2937,1,2024-01-2,1,true,2024-01-20,false,2024-01-13,fb,.com,CN,6,1,4,115.44179266309683,3,False,QVSIPFAMOE,7
